comparison_label,candidate_model_id,baseline_model_id,domain12,domain_label,window_start,window_end,n,delta_spearman,display_delta,out_of_scale,status
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2011,2013,1495,0.019626031415399647,0.019626031415399647,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2012,2014,1699,0.01227406703242917,0.01227406703242917,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2013,2015,2222,-0.01611183714696207,-0.01611183714696207,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2014,2016,3382,-0.02446946881987766,-0.02446946881987766,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2015,2017,4872,-0.021418975397097695,-0.021418975397097695,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2016,2018,5696,-0.048667818597133095,-0.048667818597133095,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2017,2019,5916,-0.05373369517505566,-0.05373369517505566,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2018,2020,5809,-0.012623165120087765,-0.012623165120087765,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1986,1988,1768,-0.004814029819697252,-0.004814029819697252,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1987,1989,1812,-0.00929919991683259,-0.00929919991683259,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1988,1990,1742,-0.00832050681456431,-0.00832050681456431,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1989,1991,1700,-0.004304741766235742,-0.004304741766235742,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1990,1992,1833,-0.0009472526302780615,-0.0009472526302780615,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1991,1993,1922,-0.00014654937588609585,-0.00014654937588609585,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1992,1994,2082,-0.0019481091247545157,-0.0019481091247545157,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1993,1995,2370,-0.001042463898700552,-0.001042463898700552,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1994,1996,2677,0.0004954702955849433,0.0004954702955849433,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1995,1997,2959,0.0022087150389994425,0.0022087150389994425,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1996,1998,3080,0.0005775125761364741,0.0005775125761364741,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1997,1999,3483,0.0026014071930561267,0.0026014071930561267,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1998,2000,3700,0.0029744400402028637,0.0029744400402028637,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,1999,2001,3704,0.0030316943670271046,0.0030316943670271046,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2000,2002,3384,1.377679147329669e-05,1.377679147329669e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2001,2003,3218,-0.0014275435655956015,-0.0014275435655956015,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2002,2004,3267,-0.0016568057120419644,-0.0016568057120419644,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2003,2005,3362,-0.002674075673041787,-0.002674075673041787,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2004,2006,3623,-0.0008992034452202091,-0.0008992034452202091,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2005,2007,3604,0.0011412256611172955,0.0011412256611172955,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2006,2008,3700,0.0008719755383106431,0.0008719755383106431,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2007,2009,3666,-0.0004420614067053297,-0.0004420614067053297,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2008,2010,3844,-0.0013262042038224564,-0.0013262042038224564,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2009,2011,4069,-0.0013830297737803532,-0.0013830297737803532,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2010,2012,4488,-0.0008886382127810677,-0.0008886382127810677,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2011,2013,5007,-0.00034581321450399827,-0.00034581321450399827,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2012,2014,5705,4.589879030747479e-05,4.589879030747479e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2013,2015,7639,0.0025498254547224874,0.0025498254547224874,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2014,2016,11929,0.004003354139717974,0.004003354139717974,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2015,2017,17924,0.0062612375782228336,0.0062612375782228336,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2016,2018,21123,0.012858096796081186,0.012858096796081186,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2017,2019,22999,0.012202531764195279,0.012202531764195279,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2018,2020,24458,-0.00045647799630510466,-0.00045647799630510466,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,clinical_health,Clinical health,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1986,1988,172,-0.00681157006524058,-0.00681157006524058,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1987,1989,191,-0.014380836092355298,-0.014380836092355298,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1988,1990,192,-0.013718812351748655,-0.013718812351748655,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1989,1991,228,-0.011155387264060068,-0.011155387264060068,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1990,1992,242,-0.0031982279717702733,-0.0031982279717702733,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1991,1993,252,0.004304220712860629,0.004304220712860629,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1992,1994,239,0.002395978333070037,0.002395978333070037,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1993,1995,205,0.010480320603943105,0.010480320603943105,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1994,1996,190,-0.004710484662247771,-0.004710484662247771,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1995,1997,161,0.0001936003317861701,0.0001936003317861701,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1996,1998,169,-0.00033259306484623163,-0.00033259306484623163,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1997,1999,179,-0.006927222999695393,-0.006927222999695393,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1998,2000,202,-0.002999345925632335,-0.002999345925632335,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,1999,2001,216,-0.009049041997370777,-0.009049041997370777,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2000,2002,220,-0.012047686443984573,-0.012047686443984573,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2001,2003,213,-0.007563886452365942,-0.007563886452365942,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2002,2004,187,0.0029345816320952567,0.0029345816320952567,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2003,2005,170,0.007392082735496297,0.007392082735496297,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2004,2006,174,0.000586200261261105,0.000586200261261105,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2005,2007,227,-0.0023211915226626356,-0.0023211915226626356,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2006,2008,323,-0.001114670056957201,-0.001114670056957201,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2007,2009,459,-0.002907881549575886,-0.002907881549575886,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2008,2010,619,-0.0050178342268671905,-0.0050178342268671905,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2009,2011,624,-0.00429479721567505,-0.00429479721567505,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2010,2012,625,-0.0007734395664709126,-0.0007734395664709126,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2011,2013,630,0.0008241506753434713,0.0008241506753434713,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2012,2014,800,0.0025230265657952833,0.0025230265657952833,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2013,2015,1011,0.0011281055239860116,0.0011281055239860116,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2014,2016,1331,0.0011963990455394757,0.0011963990455394757,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2015,2017,1689,-0.0018220793339820407,-0.0018220793339820407,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2016,2018,1920,0.0016524184485944282,0.0016524184485944282,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2017,2019,2068,0.0021811574416962243,0.0021811574416962243,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2018,2020,2133,-0.0009970589786731932,-0.0009970589786731932,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,chemistry,Chemistry,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1986,1988,78,0.024168101357049165,0.024168101357049165,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1987,1989,93,0.003858288639258245,0.003858288639258245,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1988,1990,86,-0.014687008257960099,-0.014687008257960099,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1989,1991,87,-0.0478474114857973,-0.0478474114857973,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1990,1992,89,-0.011434978999558476,-0.011434978999558476,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1991,1993,101,0.00015849518844202048,0.00015849518844202048,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1992,1994,100,-0.0019015184475514868,-0.0019015184475514868,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1993,1995,92,0.003455932955949148,0.003455932955949148,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1994,1996,73,-0.013061021149700758,-0.013061021149700758,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1995,1997,75,-0.00844921183394326,-0.00844921183394326,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1996,1998,72,-0.005201661638375987,-0.005201661638375987,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1997,1999,103,0.014667036300519631,0.014667036300519631,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1998,2000,97,0.02890476890130378,0.02890476890130378,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,1999,2001,108,0.0026358569326217496,0.0026358569326217496,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,2000,2002,79,-0.025803819499162217,-0.025803819499162217,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,2001,2003,94,-0.009659478245107045,-0.009659478245107045,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,2002,2004,79,0.012009185098631636,0.012009185098631636,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,mathematics_statistics,Mathematics & statistics,2003,2005,80,0.029769080681179616,0.029769080681179616,False,reliable
